sample_id,feature_index_one_based,value
2774,167,1
2774,168,1
2774,240,1
2774,255,1
2774,259,1
2774,267,1
2774,273,1
2774,321,1
2774,325,1
2774,336,1
2774,358,1
2774,362,1
2774,373,1
2774,411,1
2774,422,1
2774,475,1
2774,493,1
2774,539,1
2774,545,1
2774,566,1
2774,581,1
2774,593,1
2774,603,1
2774,649,1
2774,653,1
2774,716,1
2774,781,1
2774,790,1
2774,819,1
2774,877,1
2774,884,1
2774,885,1
2774,944,1
2774,956,1
2774,999,1
2774,1028,1
2774,1119,1
2774,1166,1
2774,1253,1
2774,1352,1
2774,1398,1
2774,1425,1
2774,1522,1
2774,1564,1
2774,1623,1
2774,1658,1
2774,1741,1
2774,1742,1
2774,1743,1
2774,1745,1
2774,1748,1
2774,1772,1
2774,1800,1
2774,1901,1
2774,2061,1
2774,2074,1
2774,2322,1
2774,2335,1
2774,2382,1
2774,2405,1
2774,2406,1
2774,2441,1
2774,2471,1
2774,2748,1
2774,2798,1
2774,2865,1
2774,3048,1
2774,3097,1
2774,3303,1
2774,3333,1
2774,3484,1
2774,3539,1
2774,3568,1
2774,3723,1
2774,3742,1
2774,3752,1
2774,3861,1
2774,3896,1
2774,3905,1
2774,4060,1
2774,4184,1
2774,4265,1
2774,4277,1
2774,4284,1
2774,4285,1
2774,4294,1
2774,4404,1
2774,4438,1
2774,4586,1
2774,4591,1
2774,4629,1
2774,4642,1
2774,4772,1
2774,4783,1
2774,5161,1
2774,5195,1
2774,5390,1
2774,5673,1
2774,5747,1
2774,5832,1
2774,6079,1
2774,6302,1
2774,6408,1
2774,6977,1
2774,7084,1
2774,7243,1
2774,8250,1
2774,9522,1
2774,9761,1
2774,10401,1
2774,10687,1
2774,11260,1
2774,11277,1
2774,11280,1
2774,12930,1
2774,14589,1
2774,15494,1
2774,16081,1
2774,16545,1
2774,17659,1
2774,17973,1
2774,18797,1
2774,20479,1
2774,25737,1
2774,27016,1
2774,28471,1
2774,34611,1
2774,42720,1
2774,42721,1
2774,42722,1
2774,42723,1
2774,42724,1
2774,42725,1
2774,42726,1
2774,42727,1
2774,42728,1
2774,42729,1
2774,42730,1
2774,42731,1
2774,42732,1
2774,42733,1
2775,16,1
2775,17,1
2775,60,1
2775,70,1
2775,131,1
2775,162,1
2775,164,1
2775,219,1
2775,255,1
2775,285,1
2775,368,1
2775,398,1
2775,3817,1
2775,4299,1
2775,4482,1
2775,4802,1
2775,4804,1
2775,5006,1
2775,9055,1
2775,9056,1
2775,9057,1
2776,36,1
2776,52,1
2776,61,1
2776,71,1
2776,84,1
2776,94,1
2776,130,1
2776,131,1
2776,233,1
2776,247,1
2776,252,1
2776,268,1
2776,269,1
2776,270,1
2776,275,1
2776,276,1
2776,288,1
2776,297,1
2776,299,1
2776,302,1
2776,327,1
2776,368,1
2776,369,1
2776,373,1
2776,375,1
2776,386,1
2776,397,1
2776,407,1
2776,420,1
2776,428,1
2776,493,1
2776,504,1
2776,506,1
2776,510,1
2776,545,1
2776,546,1
2776,566,1
2776,600,1
2776,603,1
2776,614,1
2776,645,1
2776,653,1
2776,685,1
2776,697,1
2776,718,1
2776,730,1
2776,794,1
2776,804,1
2776,810,1
2776,1074,1
2776,1075,1
2776,1180,1
2776,1219,1
2776,1245,1
2776,1325,1
2776,1361,1
2776,1378,1
2776,1400,1
2776,1437,1
2776,1466,1
2776,1475,1
2776,1495,1
2776,1511,1
2776,1536,1
2776,1677,1
2776,1698,1
2776,1702,1
2776,1726,1
2776,1759,1
2776,1857,1
2776,1948,1
2776,1987,1
2776,2018,1
2776,2019,1
2776,2023,1
2776,2118,1
2776,2120,1
2776,2125,1
2776,2193,1
2776,2206,1
2776,2249,1
2776,2311,1
2776,2322,1
2776,2510,1
2776,2534,1
2776,2784,1
2776,2791,1
2776,2798,1
2776,2869,1
2776,2996,1
2776,3079,1
2776,3098,1
2776,3110,1
2776,3158,1
2776,3180,1
2776,3270,1
2776,3332,1
2776,3661,1
2776,3663,1
2776,3708,1
2776,3731,1
2776,3796,1
2776,3883,1
2776,4055,1
2776,4122,1
2776,4135,1
2776,4252,1
2776,4481,1
2776,4664,1
2776,4700,1
2776,4777,1
2776,4869,1
2776,4920,1
2776,4959,1
2776,5036,1
2776,5077,1
2776,5079,1
2776,5132,1
2776,5292,1
2776,5380,1
2776,5792,1
2776,5880,1
2776,5948,1
2776,6593,1
2776,6714,1
2776,7579,1
2776,8080,1
2776,8588,1
2776,8646,1
2776,8734,1
2776,8823,1
2776,8824,1
2776,8999,1
2776,9637,1
2776,9722,1
2776,9760,1
2776,10411,1
2776,10476,1
2776,11365,1
2776,11553,1
2776,11911,1
2776,12310,1
2776,12780,1
2776,13023,1
2776,13773,1
2776,14525,1
2776,14543,1
2776,14900,1
2776,17111,1
2776,19064,1
2776,19113,1
2776,21074,1
2776,23023,1
2776,24810,1
2776,24872,1
2776,27540,1
2776,29308,1
2776,29529,1
2776,32574,1
2776,32924,1
2776,32925,1
2776,32926,1
2776,32932,1
2776,32936,1
2776,32938,1
2776,32939,1
2776,32940,1
2776,32942,1
2776,32943,1
2776,32944,1
2776,32945,1
2776,33872,1
2776,42734,1
2776,42735,1
2776,42736,1
2776,42737,1
2776,42738,1
2776,42739,1
2777,8,1
2777,9,1
2777,1597,1
2777,1598,1
2777,1601,1
2777,4063,1
2777,4064,1
2777,4065,1
2777,4066,1
2778,29,1
2778,31,1
2778,34,1
2778,44,1
2778,49,1
2778,55,1
2778,63,1
2778,65,1
2778,68,1
2778,70,1
2778,71,1
2778,72,1
2778,74,1
2778,79,1
2778,87,1
2778,95,1
2778,97,1
2778,101,1
2778,114,1
2778,115,1
2778,120,1
2778,127,1
2778,131,1
2778,140,1
2778,161,1
2778,166,1
2778,186,1
2778,193,1
2778,198,1
2778,201,1
2778,229,1
2778,232,1
2778,243,1
2778,248,1
2778,251,1
2778,252,1
2778,257,1
2778,259,1
2778,262,1
2778,265,1
2778,269,1
2778,272,1
2778,280,1
2778,284,1
2778,285,1
2778,288,1
2778,305,1
2778,311,1
2778,315,1
2778,316,1
2778,321,1
2778,322,1
2778,342,1
2778,368,1
2778,373,1
2778,384,1
2778,395,1
2778,398,1
2778,406,1
2778,473,1
2778,475,1
2778,476,1
2778,478,1
2778,482,1
2778,485,1
2778,487,1
2778,489,1
2778,498,1
2778,499,1
2778,505,1
2778,523,1
2778,532,1
2778,542,1
2778,545,1
2778,547,1
2778,551,1
2778,553,1
2778,554,1
2778,555,1
2778,566,1
2778,571,1
2778,581,1
2778,600,1
2778,603,1
2778,616,1
2778,625,1
2778,643,1
2778,644,1
2778,652,1
2778,678,1
2778,681,1
2778,684,1
2778,685,1
2778,690,1
2778,697,1
2778,707,1
2778,709,1
2778,716,1
2778,717,1
2778,726,1
2778,734,1
2778,769,1
2778,774,1
2778,787,1
2778,796,1
2778,797,1
2778,803,1
2778,807,1
2778,819,1
2778,858,1
2778,894,1
2778,903,1
2778,913,1
2778,949,1
2778,958,1
2778,961,1
2778,962,1
2778,994,1
2778,995,1
2778,1004,1
2778,1006,1
2778,1023,1
2778,1117,1
2778,1123,1
2778,1135,1
2778,1155,1
2778,1160,1
2778,1164,1
2778,1168,1
2778,1180,1
2778,1186,1
2778,1204,1
2778,1220,1
2778,1240,1
2778,1242,1
2778,1269,1
2778,1284,1
2778,1292,1
2778,1323,1
2778,1351,1
2778,1358,1
2778,1369,1
2778,1375,1
2778,1401,1
2778,1460,1
2778,1472,1
2778,1475,1
2778,1477,1
2778,1478,1
2778,1494,1
2778,1507,1
2778,1511,1
2778,1536,1
2778,1541,1
2778,1565,1
2778,1623,1
2778,1648,1
2778,1658,1
2778,1715,1
2778,1722,1
2778,1726,1
2778,1750,1
2778,1772,1
2778,1774,1
2778,1784,1
2778,1805,1
2778,1857,1
2778,1889,1
2778,1940,1
2778,1948,1
2778,1954,1
2778,1970,1
2778,1981,1
2778,1985,1
2778,1987,1
2778,2051,1
2778,2053,1
2778,2066,1
2778,2076,1
2778,2112,1
2778,2142,1
2778,2219,1
2778,2249,1
2778,2261,1
2778,2278,1
2778,2320,1
2778,2340,1
2778,2395,1
2778,2410,1
2778,2427,1
2778,2445,1
2778,2471,1
2778,2513,1
2778,2536,1
2778,2549,1
2778,2551,1
2778,2568,1
2778,2583,1
2778,2629,1
2778,2687,1
2778,2885,1
2778,2899,1
2778,2945,1
2778,2979,1
2778,2985,1
2778,3003,1
2778,3034,1
2778,3077,1
2778,3079,1
2778,3088,1
2778,3098,1
2778,3099,1
2778,3104,1
2778,3114,1
2778,3115,1
2778,3116,1
2778,3139,1
2778,3191,1
2778,3215,1
2778,3217,1
2778,3219,1
2778,3233,1
2778,3274,1
2778,3292,1
2778,3299,1
2778,3345,1
2778,3356,1
2778,3369,1
2778,3405,1
2778,3413,1
2778,3439,1
2778,3483,1
2778,3538,1
2778,3542,1
2778,3561,1
2778,3568,1
2778,3619,1
2778,3671,1
2778,3673,1
2778,3674,1
2778,3692,1
2778,3693,1
2778,3906,1
2778,3930,1
2778,3963,1
2778,3996,1
2778,4002,1
2778,4062,1
2778,4097,1
2778,4130,1
2778,4142,1
2778,4311,1
2778,4360,1
2778,4362,1
2778,4363,1
2778,4364,1
2778,4405,1
2778,4481,1
2778,4554,1
2778,4596,1
2778,4826,1
2778,4877,1
2778,4883,1
2778,4891,1
2778,4906,1
2778,4913,1
2778,4925,1
2778,4966,1
2778,4997,1
2778,5029,1
2778,5031,1
2778,5077,1
2778,5087,1
2778,5230,1
2778,5304,1
2778,5450,1
2778,5467,1
2778,5596,1
2778,5689,1
2778,5712,1
2778,5713,1
2778,5715,1
2778,5801,1
2778,5823,1
2778,5932,1
2778,5948,1
2778,5956,1
2778,5975,1
2778,6029,1
2778,6032,1
2778,6132,1
2778,6210,1
2778,6362,1
2778,6425,1
2778,6526,1
2778,6547,1
2778,6571,1
2778,6602,1
2778,6610,1
2778,6820,1
2778,7016,1
2778,7019,1
2778,7064,1
2778,7091,1
2778,7198,1
2778,7284,1
2778,7295,1
2778,7815,1
2778,8080,1
2778,8164,1
2778,8244,1
2778,8330,1
2778,8621,1
2778,8987,1
2778,9075,1
2778,9439,1
2778,9483,1
2778,9637,1
2778,9818,1
2778,9844,1
2778,9845,1
2778,10034,1
2778,10114,1
2778,10133,1
2778,10150,1
2778,10644,1
2778,10645,1
2778,11155,1
2778,11160,1
2778,11231,1
2778,11505,1
2778,11612,1
2778,11960,1
2778,12396,1
2778,13081,1
2778,13139,1
2778,13445,1
2778,13476,1
2778,13623,1
2778,13684,1
2778,13735,1
2778,13826,1
2778,13992,1
2778,14183,1
2778,15484,1
2778,15792,1
2778,16053,1
2778,16251,1
2778,16280,1
2778,16640,1
2778,17084,1
2778,17311,1
2778,17884,1
2778,18041,1
2778,18264,1
2778,18440,1
2778,19200,1
2778,19339,1
2778,19928,1
2778,21679,1
2778,24861,1
2778,26071,1
2778,27265,1
2778,28203,1
2778,29514,1
2778,32477,1
2778,34938,1
2778,38737,1
2778,42199,1
2778,42673,1
2778,42680,1
2778,42740,1
2778,42741,1
2778,42742,1
2778,42743,1
2778,42744,1
2778,42745,1
2778,42746,1
2778,42747,1
2778,42748,1
2778,42749,1
2778,42750,1
2778,42751,1
2778,42752,1
2778,42753,1
2778,42754,1
2778,42755,1
2778,42756,1
2778,42757,1
2778,42758,1
2778,42759,1
2778,42760,1
2778,42761,1
2778,42762,1
2778,42763,1
2778,42764,1
2778,42765,1
2778,42766,1
2778,42767,1
2778,42768,1
2778,42769,1
2779,58,1
2779,80,1
2779,85,1
2779,100,1
2779,131,1
2779,255,1
2779,275,1
2779,277,1
2779,302,1
2779,318,1
2779,324,1
2779,356,1
2779,358,1
2779,368,1
2779,545,1
2779,649,1
2779,712,1
2779,804,1
2779,812,1
2779,861,1
2779,868,1
2779,879,1
2779,880,1
2779,881,1
2779,884,1
2779,885,1
2779,886,1
2779,887,1
2779,889,1
2779,893,1
2779,902,1
2779,944,1
2779,1026,1
2779,1198,1
2779,1264,1
2779,1400,1
2779,1411,1
2779,1587,1
2779,1623,1
2779,1637,1
2779,1638,1
2779,1710,1
2779,1784,1
2779,1991,1
2779,2021,1
2779,2077,1
2779,2115,1
2779,2315,1
2779,2363,1
2779,2450,1
2779,3048,1
2779,3221,1
2779,3246,1
2779,3755,1
2779,4198,1
2779,4405,1
2779,5061,1
2779,5601,1
2779,6010,1
2779,6837,1
2779,7526,1
2779,11107,1
2779,11419,1
2779,11982,1
2779,13160,1
2779,13938,1
2779,13941,1
2779,14429,1
2779,16488,1
2779,17280,1
2779,20159,1
2779,21574,1
2779,27836,1
2779,36280,1
2779,42770,1
2779,42771,1
2779,42772,1
2779,42773,1
2779,42774,1
2779,42775,1
2779,42776,1
2779,42777,1
2779,42778,1
2779,42779,1
2779,42780,1
2779,42781,1
2779,42782,1
2779,42783,1
2779,42784,1
2779,42785,1
2780,8,1
2780,9,1
2780,23,1
2780,31,1
2780,32,1
2780,34,1
2780,45,1
2780,46,1
2780,49,1
2780,50,1
2780,52,1
2780,54,1
2780,57,1
2780,60,1
2780,61,1
2780,64,1
2780,70,1
2780,80,1
2780,82,1
2780,84,1
2780,87,1
2780,91,1
2780,94,1
2780,95,1
2780,101,1
2780,104,1
2780,106,1
2780,107,1
2780,113,1
2780,115,1
2780,125,1
2780,126,1
2780,127,1
2780,128,1
2780,129,1
2780,131,1
2780,132,1
2780,134,1
2780,152,1
2780,161,1
2780,166,1
2780,167,1
2780,179,1
2780,206,1
2780,229,1
2780,235,1
2780,248,1
2780,251,1
2780,255,1
2780,260,1
2780,262,1
2780,267,1
2780,268,1
2780,270,1
2780,272,1
2780,273,1
2780,277,1
2780,280,1
2780,281,1
2780,282,1
2780,285,1
2780,305,1
2780,310,1
2780,311,1
2780,324,1
2780,342,1
2780,372,1
2780,379,1
2780,390,1
2780,391,1
2780,408,1
2780,409,1
2780,415,1
2780,472,1
2780,483,1
2780,486,1
2780,498,1
2780,525,1
2780,538,1
2780,548,1
2780,551,1
2780,583,1
2780,614,1
2780,616,1
2780,621,1
2780,651,1
2780,678,1
2780,700,1
2780,712,1
2780,715,1
2780,794,1
2780,796,1
2780,800,1
2780,804,1
2780,811,1
2780,812,1
2780,819,1
2780,847,1
2780,848,1
2780,853,1
2780,873,1
2780,885,1
2780,899,1
2780,949,1
2780,963,1
2780,964,1
2780,965,1
2780,966,1
2780,967,1
2780,968,1
2780,969,1
2780,970,1
2780,971,1
2780,972,1
2780,973,1
2780,974,1
2780,975,1
2780,976,1
2780,977,1
2780,978,1
2780,979,1
2780,980,1
2780,981,1
2780,982,1
2780,983,1
2780,984,1
2780,985,1
2780,986,1
2780,987,1
2780,988,1
2780,989,1
2780,990,1
2780,991,1
2780,992,1
2780,993,1
2780,994,1
2780,995,1
2780,996,1
2780,997,1
2780,998,1
2780,999,1
2780,1000,1
2780,1001,1
2780,1002,1
2780,1003,1
2780,1004,1
2780,1005,1
2780,1006,1
2780,1007,1
2780,1008,1
2780,1009,1
2780,1010,1
2780,1011,1
2780,1012,1
2780,1013,1
2780,1014,1
2780,1015,1
2780,1016,1
2780,1017,1
2780,1018,1
2780,1019,1
2780,1020,1
2780,1021,1
2780,1022,1
2780,1023,1
2780,1024,1
2780,1025,1
2780,1026,1
2780,1027,1
2780,1028,1
2780,1029,1
2780,1030,1
2780,1031,1
2780,1032,1
2780,1033,1
2780,1034,1
2780,1035,1
2780,1036,1
2780,1037,1
2780,1038,1
2780,1039,1
2780,1040,1
2780,1041,1
2780,1042,1
2780,1043,1
2780,1044,1
2780,1045,1
2780,1046,1
2780,1047,1
2780,1048,1
2780,1049,1
2780,1050,1
2780,1051,1
2780,1052,1
2780,1053,1
2780,1054,1
2780,1055,1
2780,1056,1
2780,1057,1
2780,1058,1
2780,1059,1
2780,1060,1
2780,1061,1
2780,1062,1
2780,1063,1
2780,1064,1
2780,1065,1
2780,1066,1
2780,1067,1
2780,1068,1
2780,1069,1
2780,1070,1
2780,1071,1
2780,1072,1
2780,1073,1
2780,1074,1
2780,1075,1
2780,1076,1
2780,1077,1
2780,1078,1
2780,1079,1
2780,1080,1
2780,1081,1
2780,1082,1
2780,1083,1
2780,1084,1
2780,1085,1
2780,1086,1
2780,1087,1
2780,1088,1
2780,1089,1
2780,1090,1
2780,1091,1
2780,1092,1
2780,1093,1
2780,1094,1
2780,1095,1
2780,1096,1
2780,1097,1
2780,1098,1
2780,1099,1
2780,1100,1
2780,1101,1
2780,1102,1
2780,1103,1
2780,1104,1
2780,1105,1
2780,1106,1
2780,1107,1
2780,1108,1
2780,1109,1
2780,1110,1
2780,1111,1
2780,1112,1
2780,1113,1
2780,1114,1
2780,1115,1
2780,1116,1
2780,1117,1
2780,1118,1
2780,1119,1
2780,1120,1
2780,1121,1
2780,1122,1
2780,1123,1
2780,1124,1
2780,1125,1
2780,1126,1
2780,1127,1
2780,1128,1
2780,1129,1
2780,1130,1
2780,1131,1
2780,1132,1
2780,1133,1
2780,1134,1
2780,1135,1
2780,1136,1
2780,1138,1
2780,1139,1
2780,1140,1
2780,1141,1
2780,1142,1
2780,1143,1
2780,1144,1
2780,1145,1
2780,1146,1
2780,1147,1
2780,1148,1
2780,1149,1
2780,1150,1
2780,1151,1
2780,1152,1
2780,1153,1
2780,1154,1
2780,1155,1
2780,1156,1
2780,1157,1
2780,1158,1
2780,1159,1
2780,1160,1
2780,1161,1
2780,1162,1
2780,1163,1
2780,1164,1
2780,1165,1
2780,1166,1
2780,1167,1
2780,1168,1
2780,1169,1
2780,1170,1
2780,1171,1
2780,1172,1
2780,1173,1
2780,1174,1
2780,1175,1
2780,1176,1
2780,1177,1
2780,1178,1
2780,1179,1
2780,1180,1
2780,1181,1
2780,1182,1
2780,1183,1
2780,1184,1
2780,1185,1
2780,1186,1
2780,1187,1
2780,1188,1
2780,1189,1
2780,1190,1
2780,1191,1
2780,1192,1
2780,1193,1
2780,1194,1
2780,1195,1
2780,1196,1
2780,1197,1
2780,1198,1
2780,1199,1
2780,1200,1
2780,1201,1
2780,1202,1
2780,1203,1
2780,1204,1
2780,1205,1
2780,1206,1
2780,1207,1
2780,1208,1
2780,1209,1
2780,1210,1
2780,1211,1
2780,1212,1
2780,1213,1
2780,1214,1
2780,1215,1
2780,1216,1
2780,1217,1
2780,1218,1
2780,1219,1
2780,1220,1
2780,1221,1
2780,1222,1
2780,1223,1
2780,1224,1
2780,1225,1
2780,1226,1
2780,1227,1
2780,1228,1
2780,1229,1
2780,1230,1
2780,1231,1
2780,1232,1
2780,1233,1
2780,1234,1
2780,1235,1
2780,1236,1
2780,1237,1
2780,1238,1
2780,1239,1
2780,1240,1
2780,1241,1
2780,1242,1
2780,1243,1
2780,1244,1
2780,1245,1
2780,1246,1
2780,1247,1
2780,1248,1
2780,1249,1
2780,1250,1
2780,1251,1
2780,1252,1
2780,1253,1
2780,1254,1
2780,1255,1
2780,1256,1
2780,1257,1
2780,1258,1
2780,1262,1
2780,1269,1
2780,1270,1
2780,1271,1
2780,1726,1
2780,2707,1
2780,2832,1
2780,3166,1
2780,3173,1
2780,3288,1
2780,3586,1
2780,3591,1
2780,4952,1
2780,7304,1
2780,8331,1
2780,9616,1
2780,10337,1
2780,12789,1
2780,12790,1
2780,12953,1
2780,12954,1
2780,14634,1
2780,14635,1
2780,16835,1
2780,16836,1
2781,8,1
2781,40,1
2781,49,1
2781,50,1
2781,106,1
2781,120,1
2781,126,1
2781,127,1
2781,131,1
2781,133,1
2781,252,1
2781,262,1
2781,277,1
2781,324,1
2781,367,1
2781,368,1
2781,373,1
2781,484,1
2781,525,1
2781,548,1
2781,567,1
2781,653,1
2781,697,1
2781,730,1
2781,874,1
2781,893,1
2781,962,1
2781,1012,1
2781,1168,1
2781,1195,1
2781,1227,1
2781,1253,1
2781,1391,1
2781,1395,1
2781,1522,1
2781,1546,1
2781,1552,1
2781,1572,1
2781,1623,1
2781,1677,1
2781,1691,1
2781,1719,1
2781,1736,1
2781,1749,1
2781,1956,1
2781,2051,1
2781,2225,1
2781,2249,1
2781,2461,1
2781,2463,1
2781,2783,1
2781,2872,1
2781,2892,1
2781,2918,1
2781,3299,1
2781,3451,1
2781,3730,1
2781,4209,1
2781,4273,1
2781,4878,1
2781,4934,1
2781,5075,1
2781,5483,1
2781,5539,1
2781,5561,1
2781,5679,1
2781,6246,1
2781,6379,1
2781,6531,1
2781,7085,1
2781,7094,1
2781,7302,1
2781,7521,1
2781,10306,1
2781,10889,1
2781,14539,1
2781,16119,1
2781,18279,1
2781,20026,1
2781,20473,1
2781,22119,1
2781,34232,1
2781,38139,1
2781,42786,1
2781,42787,1
2781,42788,1
2781,42789,1
2781,42790,1
2781,42791,1
2781,42792,1
2782,16,1
2782,27,1
2782,31,1
2782,32,1
2782,39,1
2782,46,1
2782,49,1
2782,54,1
2782,55,1
2782,57,1
2782,60,1
2782,62,1
2782,63,1
2782,65,1
2782,76,1
2782,78,1
2782,80,1
2782,84,1
2782,85,1
2782,87,1
2782,90,1
2782,93,1
2782,98,1
2782,101,1
2782,104,1
2782,106,1
2782,126,1
2782,127,1
2782,128,1
2782,131,1
2782,133,1
2782,138,1
2782,140,1
2782,166,1
2782,219,1
2782,248,1
2782,252,1
2782,257,1
2782,259,1
2782,262,1
2782,267,1
2782,269,1
2782,270,1
2782,272,1
2782,275,1
2782,280,1
2782,282,1
2782,285,1
2782,302,1
2782,312,1
2782,315,1
2782,344,1
2782,345,1
2782,368,1
2782,372,1
2782,396,1
2782,472,1
2782,485,1
2782,493,1
2782,504,1
2782,566,1
2782,587,1
2782,592,1
2782,598,1
2782,603,1
2782,609,1
2782,611,1
2782,617,1
2782,636,1
2782,644,1
2782,678,1
2782,685,1
2782,700,1
2782,717,1
2782,727,1
2782,747,1
2782,786,1
2782,842,1
2782,843,1
2782,874,1
2782,893,1
2782,899,1
2782,902,1
2782,913,1
2782,962,1
2782,1035,1
2782,1088,1
2782,1162,1
2782,1168,1
2782,1211,1
2782,1213,1
2782,1222,1
2782,1269,1
2782,1317,1
2782,1384,1
2782,1444,1
2782,1472,1
2782,1494,1
2782,1498,1
2782,1500,1
2782,1529,1
2782,1540,1
2782,1544,1
2782,1715,1
2782,1730,1
2782,1740,1
2782,1805,1
2782,1923,1
2782,1984,1
2782,1986,1
2782,1995,1
2782,2065,1
2782,2363,1
2782,2410,1
2782,2515,1
2782,2520,1
2782,2548,1
2782,2798,1
2782,2801,1
2782,2976,1
2782,2985,1
2782,3012,1
2782,3039,1
2782,3077,1
2782,3112,1
2782,3217,1
2782,3303,1
2782,3663,1
2782,3737,1
2782,3951,1
2782,3955,1
2782,4085,1
2782,4130,1
2782,4245,1
2782,4306,1
2782,4308,1
2782,4309,1
2782,4310,1
2782,4314,1
2782,4315,1
2782,4316,1
2782,4319,1
2782,4320,1
2782,4322,1
2782,4323,1
2782,4327,1
2782,4330,1
2782,4331,1
2782,4332,1
2782,4336,1
2782,4337,1
2782,4347,1
2782,4348,1
2782,4349,1
2782,4352,1
2782,4364,1
2782,4376,1
2782,4381,1
2782,4412,1
2782,4454,1
2782,4562,1
2782,4634,1
2782,4851,1
2782,5012,1
2782,5081,1
2782,5225,1
2782,5226,1
2782,5291,1
2782,5371,1
2782,5372,1
2782,5495,1
2782,5684,1
2782,5761,1
2782,5937,1
2782,5943,1
2782,5974,1
2782,6010,1
2782,6352,1
2782,6471,1
2782,6472,1
2782,6935,1
2782,7094,1
2782,7368,1
2782,7454,1
2782,8123,1
2782,8445,1
2782,8621,1
2782,9046,1
2782,9844,1
2782,10500,1
2782,11519,1
2782,11679,1
2782,12680,1
2782,13174,1
2782,14955,1
2782,16791,1
2782,17916,1
2782,18800,1
2782,19566,1
2782,19567,1
2782,19568,1
2782,19569,1
2782,19570,1
2782,19571,1
2782,19572,1
2782,19573,1
2782,19574,1
2782,19575,1
2782,19576,1
2782,19577,1
2782,19578,1
2782,19579,1
2782,19580,1
2782,19581,1
2782,19582,1
2782,19583,1
2783,13,1
2783,45,1
2783,46,1
2783,47,1
2783,49,1
2783,53,1
2783,54,1
2783,61,1
2783,67,1
2783,69,1
2783,70,1
2783,71,1
2783,80,1
2783,86,1
2783,87,1
2783,90,1
2783,100,1
2783,104,1
2783,113,1
2783,116,1
2783,119,1
2783,131,1
2783,132,1
2783,134,1
2783,190,1
2783,198,1
2783,212,1
2783,229,1
2783,251,1
2783,252,1
2783,255,1
2783,257,1
2783,259,1
2783,266,1
2783,267,1
2783,283,1
2783,285,1
2783,368,1
2783,411,1
2783,417,1
2783,466,1
2783,472,1
2783,484,1
2783,485,1
2783,539,1
2783,551,1
2783,566,1
2783,587,1
2783,592,1
2783,598,1
2783,603,1
2783,625,1
2783,696,1
2783,716,1
2783,728,1
2783,774,1
2783,790,1
2783,796,1
2783,799,1
2783,803,1
2783,807,1
2783,808,1
2783,810,1
2783,843,1
2783,874,1
2783,893,1
2783,913,1
2783,1026,1
2783,1166,1
2783,1173,1
2783,1174,1
2783,1181,1
2783,1210,1
2783,1212,1
2783,1217,1
2783,1218,1
2783,1231,1
2783,1258,1
2783,1263,1
2783,1323,1
2783,1325,1
2783,1336,1
2783,1391,1
2783,1407,1
2783,1475,1
2783,1478,1
2783,1479,1
2783,1518,1
2783,1545,1
2783,1615,1
2783,1678,1
2783,1705,1
2783,1712,1
2783,1718,1
2783,1721,1
2783,1729,1
2783,1740,1
2783,1741,1
2783,1743,1
2783,1753,1
2783,1762,1
2783,1772,1
2783,1795,1
2783,1805,1
2783,1822,1
2783,1831,1
2783,1871,1
2783,1878,1
2783,1923,1
2783,1934,1
2783,1954,1
2783,1956,1
2783,1961,1
2783,1987,1
2783,2045,1
2783,2048,1
2783,2053,1
2783,2061,1
2783,2064,1
2783,2065,1
2783,2088,1
2783,2187,1
2783,2261,1
2783,2291,1
2783,2321,1
2783,2322,1
2783,2340,1
2783,2343,1
2783,2390,1
2783,2395,1
2783,2409,1
2783,2450,1
2783,2497,1
2783,2548,1
2783,2561,1
2783,2593,1
2783,2600,1
2783,2765,1
2783,2805,1
2783,2946,1
2783,2985,1
2783,3007,1
2783,3057,1
2783,3077,1
2783,3079,1
2783,3089,1
2783,3100,1
2783,3186,1
2783,3195,1
2783,3212,1
2783,3216,1
2783,3224,1
2783,3326,1
2783,3346,1
2783,3381,1
2783,3474,1
2783,3539,1
2783,3556,1
2783,3557,1
2783,3568,1
2783,3571,1
2783,3591,1
2783,3598,1
2783,3687,1
2783,3866,1
2783,3949,1
2783,3951,1
2783,3961,1
2783,4023,1
2783,4052,1
2783,4123,1
2783,4361,1
2783,4373,1
2783,4404,1
2783,4644,1
2783,4660,1
2783,4736,1
2783,4742,1
2783,4851,1
2783,4974,1
2783,5024,1
2783,5063,1
2783,5068,1
2783,5070,1
2783,5071,1
2783,5075,1
2783,5089,1
2783,5134,1
2783,5423,1
2783,5536,1
2783,5657,1
2783,5717,1
2783,5724,1
2783,5777,1
2783,5806,1
2783,5807,1
2783,5831,1
2783,5838,1
2783,5979,1
2783,5980,1
2783,5981,1
2783,5982,1
2783,5983,1
2783,5984,1
2783,5985,1
2783,5986,1
2783,5987,1
2783,5988,1
2783,5989,1
2783,5990,1
2783,5991,1
2783,5992,1
2783,5993,1
2783,5994,1
2783,5995,1
2783,5996,1
2783,5997,1
2783,5998,1
2783,5999,1
2783,6000,1
2783,6001,1
2783,6002,1
2783,6003,1
2783,6004,1
2783,6005,1
2783,6006,1
2783,6007,1
2783,6008,1
2783,6009,1
2783,6010,1
2783,6011,1
2783,6012,1
2783,6013,1
2783,6014,1
2783,6015,1
2783,6016,1
2783,6020,1
2783,6021,1
2783,6108,1
2783,6245,1
2783,6265,1
2783,6658,1
2783,6702,1
2783,6784,1
2783,6815,1
2783,7085,1
2783,7101,1
2783,7186,1
2783,7405,1
